Date,Day of the week,"1-workday, 2-Saturday, 3-Sunday, >4-untypical",Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
19990101,5,4.01,334373,318479,301670,289710,284793,280110,270190,255077,250337,259755,272037,280740,289488,300618,301034,307059,357435,368794,366084,374817,371140,364431,357204,324412
19990102,6,2,291198,273548,265429,262653,269360,270500,269260,269426,275820,300511,318318,327422,332941,336642,330173,334102,392413,395658,390569,391088,386779,386387,372988,343187
19990103,7,3,306938,282878,276886,271708,272827,274741,270091,267639,271606,294578,317849,321378,330706,339180,333239,337051,394076,408904,414518,416406,417239,408170,382075,339393
19990104,1,1,294883,277334,271789,274635,291558,325116,388929,437426,442458,447635,452366,457695,462857,468046,467637,469767,505325,502200,493844,495071,482244,450890,419302,376298
19990105,2,1,336064,317153,311770,309110,320392,347949,409021,462052,461968,461526,457918,452728,452202,461461,451881,449935,497282,499959,488773,486985,468262,444116,415556,369999
19990106,3,1,328299,308802,301797,299685,308695,336562,398341,445546,438317,432804,426302,429629,420116,420528,417262,414545,471240,481714,471690,475449,464398,435570,408515,362052
19990107,4,1,322086,304000,296252,296774,306713,338088,399206,448387,446437,442655,445637,448071,452643,462561,467505,470086,504345,499944,489318,487460,471510,441071,412990,368914
19990108,5,1,329753,310504,301506,298076,308849,339180,399499,451004,442398,448192,449423,454135,454850,455678,455312,455414,493230,492555,482311,478501,461289,437674,414873,372307
19990109,6,2,333911,314620,303898,297477,303308,308701,331099,351889,367661,391101,409601,406762,404508,400975,392418,392055,435113,436549,431938,426705,411984,401582,384298,350778
19990110,7,3,315331,288870,276657,269419,270178,273309,271475,269149,277914,301041,315002,317675,323953,330536,322915,318365,375557,393664,398446,409025,409304,405505,386886,349493
19990111,1,1,315209,295373,286081,290410,305110,343900,417254,470771,483762,484574,497897,500182,502407,507779,503264,498933,534471,537999,522650,520437,499637,471220,440210,399331
19990112,2,1,357549,337595,330509,327512,342225,367374,423547,480099,489995,497576,507335,505076,500658,497249,488546,484842,524630,527600,515723,513395,497186,470154,440601,401196
19990113,3,1,362373,340598,333317,330677,344794,374946,437925,485246,487134,479091,480092,480301,473192,474156,466670,457923,510140,524696,515746,515260,496065,468937,439389,396893
19990114,4,1,356244,339337,333181,330165,342177,371453,430641,484991,489113,478309,477377,470862,469612,477090,486118,489984,524520,527738,515974,511350,491347,459938,431416,390276
19990115,5,1,350813,329336,322838,322164,335808,364172,424605,470332,477832,484058,495470,490296,491551,497649,485688,486169,521039,514551,500589,495052,477215,451159,428759,390768
19990116,6,2,350572,328977,315058,309974,315732,318720,334791,349533,366334,385722,398091,400836,398039,394248,378683,372016,427112,435759,429500,424238,410444,399747,385990,350775
19990117,7,3,316416,291514,278360,271416,272342,273544,272838,266269,276558,295950,309061,307651,306032,309832,304047,294006,342343,379941,386130,393690,393092,388132,368776,328894
19990118,1,1,293921,276262,272583,274682,288949,328759,396067,443922,452513,445952,453266,453227,449805,450311,441683,429206,474036,497918,490431,487804,472834,442194,412663,365942
19990119,2,1,331615,316431,310988,312213,321512,354511,417481,460993,463034,455731,452330,446097,440230,435576,428336,417466,468278,496704,488377,488286,470543,444464,415330,376625
19990120,3,1,340037,322043,317085,315435,325908,357971,420345,467722,474173,470760,464515,463392,457797,450941,442928,427482,470228,503714,494702,494633,478609,446642,420289,377754
19990121,4,1,340449,326311,320681,317380,329316,358435,421027,464668,469650,468154,464284,456506,451503,445865,441980,423010,465917,501982,490772,488941,475071,445867,420566,378540
19990122,5,1,339997,322524,317158,317543,330331,359428,418250,463959,469832,466650,475114,479288,482644,487850,480709,472954,499510,510029,493918,488563,471296,442578,423480,382518
19990123,6,2,343624,326344,317640,313092,315554,321994,337436,349353,366984,390890,405249,408351,404188,391064,378755,368934,402678,429045,421132,418471,405495,391941,373681,346480
19990124,7,3,312064,290891,281282,274912,274862,277952,278336,273193,283316,298818,313739,318505,317381,318340,313081,304086,341215,386880,392418,397154,398724,392985,375119,340058
19990125,1,1,301865,286745,283042,283507,299710,336042,394624,434259,456809,462480,476006,478668,477682,474878,464234,453229,484051,500338,489698,484899,464684,439810,415649,377463
19990126,2,1,336309,317959,312944,311662,321798,346714,400272,441386,458272,461993,476494,472008,468184,466642,451449,429913,464056,489919,481327,479534,460092,436420,412382,380733
19990127,3,1,342080,321207,312564,312161,318212,346229,405700,441556,456238,466829,472799,472030,464549,458312,454968,445392,471591,494877,486641,483238,466364,442848,417754,377618
19990128,4,1,341521,322262,315619,314044,325816,354018,407016,440221,459349,470253,475067,472571,463209,462323,456125,455514,474570,499055,489608,486281,475676,452245,430864,393356
19990129,5,1,353720,336015,327260,324098,335971,361451,408057,444572,464244,466280,474202,473620,472106,473773,461879,447977,475608,513477,500532,499441,481344,460466,441749,402593
19990130,6,2,367151,348142,336962,333485,337167,342028,358036,364844,383055,399797,412776,411063,410359,405357,397121,383621,406814,452486,455303,452586,443429,431648,412983,377899
19990131,7,3,347307,327798,317796,313494,316812,318495,316040,310893,328786,348881,363259,364944,369045,376544,374369,366054,391665,432661,437345,442435,442379,434521,419897,383961
19990201,1,1,350104,334352,326446,326908,339415,377432,437668,471345,490759,505229,519157,521458,518583,517917,508511,483212,496986,530244,522159,516508,500086,476601,449544,412484
19990202,2,1,375530,354937,347080,346015,358719,384194,432623,462840,480924,489689,499953,498225,495180,495573,487495,470961,490262,515522,505685,502670,485246,460734,438782,400613
19990203,3,1,364088,345841,338787,336672,348016,374399,424092,460002,480801,495557,509436,513736,511716,507955,496201,473824,493505,515329,502571,498122,477045,457628,438387,400132
19990204,4,1,362745,342031,331490,329975,340846,368153,416964,443424,466932,476904,488035,491605,495310,501862,491801,472147,487431,503638,489980,488870,469566,448257,426936,389778
19990205,5,1,353455,332525,325211,325170,336541,361489,410418,433961,454172,463557,470817,479405,472099,475289,473812,451461,462375,499402,491755,491013,474486,449824,433348,393554
19990206,6,2,356264,337441,325424,320831,329159,331984,341316,347104,370493,398083,409087,411976,411336,401595,387288,364998,379373,437259,445984,433604,424806,412214,401720,370369
19990207,7,3,337630,313161,300746,294601,295070,298892,291950,282954,299813,317307,329298,331190,344477,355178,354492,342141,356242,421771,440116,447118,446243,436673,417738,383398
19990208,1,1,335849,318715,311801,310189,324908,360124,428506,465328,482938,486287,492743,486507,481056,483681,477681,461279,472079,518636,519316,519341,502959,473711,450477,408904
19990209,2,1,368949,351848,347645,348625,361846,386941,444148,480860,495033,488557,495181,491757,483376,485605,469721,453847,472040,519900,513245,511687,493928,466533,437463,395036
19990210,3,1,362461,345934,340745,339519,350238,379225,437707,478832,492480,490506,492385,486994,457058,476551,466801,446286,456229,516922,528951,531356,512734,488184,471093,424236
19990211,4,1,377874,366918,361690,359437,372138,402324,457929,492646,507356,507665,505230,501047,500362,488474,481010,457138,465259,530176,523984,519341,506570,486131,463324,422957
19990212,5,1,384764,360542,355935,356020,368746,396323,454225,489665,504836,503317,502894,500813,496597,498841,488638,471500,483324,530736,522692,523424,508703,490372,471593,429984
19990213,6,2,380515,359049,349286,347320,354372,357143,361925,371737,398590,418626,431723,429910,425442,417824,403818,388740,401433,446947,451743,446055,434314,420453,407734,372904
19990214,7,3,339982,320720,308326,301985,301554,305762,302288,294116,311869,333367,347986,349854,355571,360257,350508,335437,343675,402439,415640,425251,425278,415750,400829,364219
19990215,1,1,330166,311856,305627,305763,321036,359402,423214,469957,494629,491201,496405,494159,496214,499881,495762,473345,467220,511947,521650,520241,503820,477308,451308,414619
19990216,2,1,376989,351416,344055,344078,355240,383737,438158,485076,503935,506094,510727,510505,511545,513496,509894,489339,489224,525605,525597,523414,502149,479134,455234,412841
19990217,3,1,379206,360516,353785,352373,362876,390287,443297,485243,502175,504561,505695,507039,509585,506191,489397,463466,461107,509081,522705,522631,501272,475255,450316,405621
19990218,4,1,369778,355268,350464,357148,369251,393884,446237,480080,492165,510063,499098,490307,487282,481351,472225,453365,454298,498706,512709,515260,497559,476720,445617,403015
19990219,5,1,361514,343384,342106,343542,354765,381566,427431,461136,479392,481930,481825,474340,463575,464170,456464,435089,444466,485065,496365,495553,476784,454602,434674,395566
19990220,6,2,372613,350801,342180,339905,342421,346065,348587,356672,384754,404794,419277,424239,420214,397076,387554,372831,381825,419610,437498,436819,420531,408185,391854,357960
19990221,7,3,323014,305467,302828,287601,284401,289103,277260,274999,295917,315154,331570,335611,339633,346433,338188,318857,317789,368969,399570,410759,404100,402939,386608,346016
19990222,1,1,312590,296995,295285,290697,305598,343800,402099,441238,460851,465179,473956,472859,469878,469485,464280,436407,433443,476186,496915,497887,480063,451173,426609,384074
19990223,2,1,347580,331228,328548,328374,341605,367090,414068,442826,469041,473849,478389,473835,471560,478118,462954,448412,456346,489291,501772,500586,483056,456817,428950,384492
19990224,3,1,351885,335713,330710,332068,343973,370107,419878,455882,473732,474721,478774,480506,477246,475564,471281,446595,442103,483526,504914,505476,485579,457441,432937,390137
19990225,4,1,353610,338887,333687,335054,346686,375164,420437,454845,477211,478572,475867,472073,467403,466082,454125,432308,424065,467956,498045,499446,485192,455354,438162,403236
19990226,5,1,363955,346619,341885,338211,349739,380896,424108,458648,476050,482870,482648,481016,482608,476938,476074,459690,454187,483767,493121,499775,484151,459713,436750,395657
19990227,6,2,352559,334615,323131,317685,320795,317853,318501,330813,358560,381325,397664,392845,389219,371376,350537,331346,332326,369189,415463,417022,404411,390689,375715,343151
19990228,7,3,310340,285748,276339,268954,269481,269585,257940,260353,282461,300532,309273,312550,316077,318090,306436,290098,288322,326145,378006,389062,391998,383091,366409,330553
19990301,1,1,332209,295832,286831,279920,272639,289581,328517,377830,417276,440542,436168,446783,445725,449912,448069,446645,423404,430541,466589,484334,488032,467729,436862,398532
19990302,2,1,359124,323794,317386,308618,309510,324351,352588,387217,426640,448406,450302,452964,451252,443248,438984,428756,406725,402323,435409,477397,476588,468105,433216,404644
19990303,3,1,372789,333270,314322,309011,311798,324285,341649,390805,434482,462201,447689,443129,433970,423905,434124,419680,396060,394816,428349,460714,469400,454536,424215,393711
19990304,4,1,349584,317426,300782,295583,292346,305403,331519,366260,414837,419223,417814,424330,425837,414126,408808,388873,382342,379979,398330,450207,455124,441149,419957,387392
19990305,5,1,344801,311492,294141,291196,287153,300092,325855,355777,397730,407402,399715,401014,394971,391149,390826,374452,358810,359846,387893,435067,442689,425824,398919,371461
19990306,6,2,335262,296937,282948,271647,268642,279690,278298,280021,306664,329198,346680,352405,350312,346172,337327,321585,305779,301282,322108,387010,391756,377686,354779,345291
19990307,7,3,314194,283407,260120,251956,242486,244470,242522,229460,240177,253737,272580,282089,277558,276021,275713,268294,257101,260746,292576,352222,364895,364939,356572,335865
19990308,1,1,298977,266543,251332,243093,245419,265784,301778,355127,410334,442768,446373,453470,429645,461193,457695,449246,436518,440292,449162,467111,464512,450034,423302,389154
19990309,2,1,352810,321422,300462,296681,299912,325189,345422,373293,416737,417514,426704,432110,428626,427675,419203,406796,401444,401438,429310,461856,470090,456099,428762,394306
19990310,3,1,354778,313426,298171,292870,293674,307584,340452,377476,424125,444411,440375,433950,425328,435335,420640,412252,401367,402179,434148,464637,469482,456165,427948,396224
19990311,4,1,354165,317284,300147,298760,293925,305127,335084,381031,426950,457399,460245,465853,468998,474072,469718,457275,435096,432206,467250,487756,486989,474304,443477,415927
19990312,5,1,374536,336794,321282,315351,313050,328021,351657,388482,432833,457249,460993,457892,451850,458586,463610,447114,429409,431012,446854,479462,480264,471548,439283,413110
19990313,6,2,380952,342037,322946,310860,309601,316590,315634,312535,342006,370131,395874,391208,382620,396307,388466,371840,359848,362623,377182,415024,419066,406521,397512,377705
19990314,7,3,345333,317237,291102,279115,273725,276093,271410,257042,274971,306616,304063,308428,304199,318895,327035,322559,312892,314102,334003,385424,400678,398750,392083,374576
19990315,1,1,338403,302768,290714,285801,282546,295795,330605,377752,428766,458254,476715,482029,481944,475006,474242,465839,442987,434365,448734,490345,494210,482060,452428,422216
19990316,2,1,383471,348010,333807,323818,325536,340932,357897,399179,451941,472308,475240,475804,468750,464884,471909,466438,440979,447794,455942,499078,505883,491092,464375,435345
19990317,3,1,389877,344545,330180,318934,320743,335701,354097,391602,439939,457363,452410,454251,456023,465587,422118,418818,398797,397967,399198,464358,477779,466424,432384,405820
19990318,4,1,364213,324605,312204,304383,301182,318559,331986,368056,426356,436299,431964,443345,437423,440962,439217,430045,403384,387306,405637,464192,482727,469770,442516,411423
19990319,5,1,370468,333519,321890,316973,314959,326740,342383,381993,421022,435826,433312,433576,427418,429804,417403,400202,386103,381564,388567,441015,463448,452856,426512,399852
19990320,6,2,358856,324915,313274,300921,299608,304211,292696,299728,332001,349549,357727,363028,368082,374615,369616,351923,342233,334822,342787,396494,410402,398307,385441,365508
19990321,7,3,331465,298422,276262,264010,260658,264539,258557,244524,261879,285282,301839,314812,320008,327056,329069,327489,312420,301802,315053,374475,389291,386037,380892,356698
19990322,1,1,319170,289090,276689,272975,275676,286220,316580,386802,427556,438776,434311,440059,432955,427867,418664,403096,394232,411416,408378,454363,475397,459378,428186,396393
19990323,2,1,356611,331094,295494,289633,299085,313013,328256,376031,429092,449637,452472,458784,458458,455373,456859,446384,423447,415638,434895,481028,484621,467832,434218,401546
19990324,3,1,363192,334126,318475,309196,303592,320472,337246,389958,433811,442861,444865,450094,446074,440839,434162,417534,398636,390763,398372,458311,477876,468544,440024,405152
19990325,4,1,362033,321948,304454,295811,297484,306939,323609,371824,412851,423074,415222,418621,410426,404441,402154,385041,366616,359352,365050,420160,455693,443426,412868,377260
19990326,5,1,333647,303795,289354,283860,277792,291185,306993,346616,391858,401143,395576,396882,395086,386579,387265,379725,362952,352872,352426,406112,440941,425391,398599,365972
19990327,6,2,323946,292596,273026,262826,258570,260406,252674,259878,294156,314188,323215,315400,308804,302989,298090,284895,270096,269087,276229,336528,373551,367757,347894,313810
19990328,7,3,254575,240000,229749,218544,204075,210233,206180,197488,198841,220119,244043,260067,254170,250527,245175,243320,233395,222874,220257,234979,300720,340409,336806,313414
19990329,1,1,265102,223973,220783,212803,208047,225300,267920,322194,380248,414481,414620,419698,418681,418751,411405,402145,384324,362011,350787,360865,398632,429870,404605,369145
19990330,2,1,321193,280249,267293,262681,259261,273032,303803,372834,389785,394887,390141,389776,372499,370004,370649,354991,317988,314501,348097,336172,356727,410838,414673,386560
19990331,3,1,322391,276546,262293,256431,255944,267385,298660,328821,373225,391524,386512,383842,370334,368665,357344,341869,340484,331732,321442,344470,384956,412337,391602,355372
19990401,4,1,300229,272092,254699,251548,245674,263981,284311,322175,361054,376236,370908,374491,369854,364531,346126,337288,330639,294972,310810,385253,391132,403006,378626,336216
19990402,5,1,278328,248905,247295,240508,241913,255748,275854,303698,345154,354376,352315,354876,348499,341595,333222,321937,315933,309814,305098,327636,374695,384356,359213,322453
19990403,6,2,290038,252067,229688,224838,215156,214077,206157,206974,232715,251956,254965,254393,252841,250357,245221,239228,233350,221680,222948,254795,300517,316574,308615,282324
19990404,7,4.02,248292,202830,193864,188224,185306,194050,187313,179982,192458,208174,210318,205873,202162,194188,190308,180694,178920,176026,171860,199695,237695,263556,270330,245149
19990405,1,4.03,217574,194823,185036,174610,172127,181823,170331,166042,177888,198893,206847,209275,206524,204854,195446,193585,185175,183159,182643,212561,259291,284425,274945,256708
19990406,2,1,214342,190579,184895,178376,186723,213396,241524,284683,336047,364793,368654,366672,381356,384039,376103,356121,344044,332753,329111,354530,379028,382184,349758,310202
19990407,3,1,280434,255272,247147,241316,239691,260574,300691,344865,373439,366994,382966,369866,354774,356251,356736,320811,331537,352542,321732,336440,379498,390870,358105,311403
19990408,4,1,281887,259744,239815,238161,232193,241673,281047,329898,359751,377881,389357,386348,385925,378880,372053,340910,348846,344373,337836,359144,390591,398186,357381,329386
19990409,5,1,297648,265096,251290,246056,248421,253612,287942,341653,373200,398986,402453,376702,365724,339479,343662,338331,331215,323014,324981,338887,362165,380283,365169,323941
19990410,6,2,300697,268453,255838,242883,246798,254706,260194,273656,301712,329440,340438,347029,337680,325297,308865,297914,292444,286750,286388,303754,333816,347782,324770,299420
19990411,7,3,265879,239678,222887,211518,209187,207988,201980,195800,212894,227642,253898,261552,261652,266210,260083,248826,239258,251132,262493,290245,316667,331580,318588,285760
19990412,1,1,252550,227182,215369,206127,208540,237105,280993,321454,380643,384076,387332,397168,393963,397669,384175,369296,350548,338044,341206,356122,388965,397834,369887,325704
19990413,2,1,287218,262254,252515,245235,250849,265279,298712,344685,371372,386087,384757,369301,384370,380148,387962,384781,366446,356719,362517,387101,414969,401860,373711,330267
19990414,3,1,288143,273853,257646,250441,254000,267150,299159,345050,376674,394079,388117,386766,391226,409466,411378,400041,347347,345648,342441,340251,384192,409111,386518,340739
19990415,4,1,303944,278296,262047,262165,263352,281187,313912,351902,386509,385762,394096,386654,372846,370849,369336,354716,349686,337857,347010,357667,384556,393898,380991,335418
19990416,5,1,290090,263863,251118,250657,251926,274750,309185,347406,385400,390159,392620,386849,396279,390488,397014,386119,383248,362313,372977,379249,402274,399050,371386,328483
19990417,6,2,312211,280822,258322,250399,256075,259078,260114,277469,304388,334568,342414,348937,346533,341488,338179,337174,334929,330168,326686,338505,354265,363329,339989,314548
19990418,7,3,292139,256299,241110,230832,226939,227696,226888,218116,229142,258909,273991,286822,293528,294106,289898,276396,272752,259591,257456,269059,299436,334121,330278,305084
19990419,1,1,272232,243388,233954,231610,236128,251020,294899,341006,391716,415704,418333,425822,427171,423177,416532,402815,397290,381068,375734,384665,410076,413606,392569,357090
19990420,2,1,313306,289555,277664,274550,278909,293257,317520,358842,417892,430441,414139,435142,435109,433380,448750,407236,405891,406148,408877,416534,438287,436088,413073,368368
19990421,3,1,326603,312731,298879,287010,285195,303696,337122,376124,420634,432355,446673,436130,403766,452101,416508,393465,370991,357028,349764,355342,395272,414516,402657,363354
19990422,4,1,320316,288200,276972,266296,270800,285675,316969,357367,406652,424737,450396,431872,426252,430207,413666,398592,371987,357908,343430,347417,385408,403221,395660,351578
19990423,5,1,306735,280508,265514,263792,262566,277194,308446,342869,369434,382081,371938,379511,359571,360348,359887,344561,353250,343050,333521,334872,365110,387104,363753,339335
19990424,6,2,305345,270713,256264,248598,244112,245566,244159,253034,286348,301588,314440,317880,311592,290598,282435,274739,269638,263206,262501,270281,296862,314159,310599,282949
19990425,7,3,248875,221063,206826,197918,195383,190719,185474,187215,209464,227836,242560,257751,260300,260049,255382,246153,238613,237430,234968,255579,284732,304462,300539,279994
19990426,1,1,252326,222275,209511,203814,211782,232441,270399,328261,365371,378379,379639,375605,375224,365379,357001,346899,343047,333246,325909,322835,353105,375782,365126,317239
19990427,2,1,267991,242490,235537,237320,239827,256466,277649,318358,376504,383985,376069,375579,367944,367356,352257,343903,328491,321214,321613,340863,382843,371023,337423,290890
19990428,3,1,252415,237150,229170,234414,241907,241943,307321,352231,372811,365020,372925,379350,372222,360523,355462,352029,338876,330179,332884,350497,386489,364466,335662,282730
19990429,4,1,251539,240388,234489,235382,237616,246580,304786,340574,358142,369075,378970,391844,383102,365247,365272,339350,334237,318962,317303,325313,372621,370874,337698,290512
19990430,5,1,254871,246067,238935,236331,244144,248809,305471,344938,369754,365880,361124,362523,351615,334826,338030,315300,302096,294800,285345,294068,345602,353024,327646,280370
19990501,6,4.04,239934,218629,210364,208755,203410,174616,179977,198607,221908,239257,246438,244728,237490,231894,228152,217088,208315,203483,203313,213846,259903,284509,272433,235274
19990502,7,3,201847,181376,172919,168503,168526,150636,155093,168272,188183,203592,211385,208328,205357,201246,196912,187260,180353,178391,181515,195010,243076,271892,254733,221747
19990503,1,4.05,191591,174679,165473,165139,164988,149726,155896,167977,187640,205911,213911,212347,210371,207270,204225,195994,191007,192174,202836,218393,271854,294817,275849,230944
19990504,2,1,200277,186529,179963,178128,188022,206744,267816,319337,343013,347311,351497,389707,346928,340295,335820,320253,309722,301688,294875,304203,347687,363764,330057,279298
19990505,3,1,245094,230057,223658,222231,229255,239008,294213,338402,358755,365434,369548,367324,361580,355907,348101,331652,322437,315956,312237,320057,361941,373974,340649,291341
19990506,4,1,257365,239556,232553,230784,238506,247055,302357,348704,369019,368365,367629,359023,351768,347750,337311,323874,313503,305084,301153,310428,349846,369848,336084,286352
19990507,5,1,248473,233216,225984,223453,227487,237109,290042,341928,350907,354111,355968,350727,344165,335396,332896,317963,305993,296545,293320,297706,343614,358561,331526,285700
19990508,6,2,245703,224723,220386,223410,223323,213453,239255,269388,294752,313995,322654,318122,302483,281504,264872,253494,248173,248041,246558,259332,297592,312049,293338,254936
19990509,7,3,217444,196019,184811,180251,177522,162761,165089,179027,199342,219954,234862,235967,233546,229912,224828,211539,204849,203032,207358,231955,281204,301473,276694,233623
19990510,1,1,197334,185968,183181,179593,188847,214491,282765,330386,352749,353480,358179,355022,349169,343167,338915,321170,309253,299273,293247,306432,341554,353034,320670,269113
19990511,2,1,234426,217941,211762,204212,214451,224209,284252,335731,368942,369479,365634,375334,364940,356385,346937,330675,317082,306367,298201,304320,333199,357729,322702,279265
19990512,3,1,237941,220913,214297,213156,218313,231065,292038,345988,374014,378179,384709,385276,383004,371485,364155,346244,334780,331209,325973,338957,365519,373240,337549,288465
19990513,4,1,249917,233185,228519,224541,230522,241180,300772,352511,386543,382931,392541,387275,376515,377281,360642,342626,326382,325942,330616,321819,352981,375948,344598,297009
19990514,5,1,255882,236964,228979,226583,226036,238117,293983,341240,366580,364411,370352,366016,359608,353239,344478,328309,326101,323953,309430,310062,336184,362903,336279,293511
19990515,6,2,251779,229225,220252,215495,208430,202525,223025,247964,278304,301821,319364,323890,310964,296222,282231,268892,262586,252205,255360,262569,291916,325996,314920,272484
19990516,7,3,232800,208228,195692,189684,186597,171034,177372,192670,215637,234801,246700,254616,253455,247216,241507,232424,224245,233682,238171,242283,276960,321255,303177,256582
19990517,1,1,220421,202976,196077,194760,197433,223531,293227,342472,387368,382328,387928,380922,376567,368898,356302,342920,337174,316310,305232,310394,334824,368082,343025,293264
19990518,2,1,254102,236263,230660,231445,226980,239612,300109,351674,374029,374698,377378,373199,362140,358618,337872,349714,322201,312459,302128,308417,326843,371200,343754,297857
19990519,3,1,255847,236429,231139,228013,224369,239335,296867,345515,363588,367613,366837,364801,354047,347898,327991,337859,316714,306240,298315,299853,316071,358333,335018,283571
19990520,4,1,242430,224480,219719,215991,213638,226977,283890,329935,348233,353232,352925,350872,344152,337455,331590,319840,313098,301554,290931,293957,306499,350863,325021,272190
19990521,5,1,230804,212887,207087,204314,197174,213243,268460,316763,339297,343500,348185,346968,340836,333319,326471,314153,308534,299765,291940,292042,299112,332899,316927,274157
19990522,6,2,235907,211715,203416,201193,188420,181539,205150,234537,261862,276787,281691,279694,273835,258028,247436,239198,232611,224017,221212,222497,243263,288959,274828,234771
19990523,7,3,196152,175229,164666,157949,143190,134950,145312,159391,180700,199143,207815,208382,208117,206728,201007,191837,184822,182575,188372,195771,219966,276181,263446,218772
19990524,1,1,186278,170954,164463,164983,161615,187940,255188,299160,344295,327141,346855,353889,343169,335606,321951,314882,301436,291586,285575,285465,294397,332454,315361,266443
19990525,2,1,228264,210673,202841,200894,194051,213313,272875,319754,343030,348657,346456,345338,340875,336119,312820,324209,306734,297078,288958,291246,304007,339750,318599,270580
19990526,3,1,229378,210145,204026,203018,194316,213308,271166,316636,336705,341552,344728,344566,341964,335540,331318,317166,305880,293439,282915,282595,295427,334195,323485,275957
19990527,4,1,230570,214878,209038,207564,195285,209555,269633,316221,342344,347632,351035,353753,350156,343047,334108,319177,307886,297129,290408,295310,291000,331332,319239,270812
19990528,5,1,233360,212205,204920,202228,191196,208094,265409,311220,330720,334539,339478,341160,335322,328874,323242,315691,306424,296014,285472,284740,287036,325379,320429,276946
19990529,6,2,235139,213673,205075,198037,188492,177230,201419,229662,255559,271352,279660,278505,273996,261080,246676,237041,230246,223849,223579,223929,237181,278424,268666,231895
19990530,7,3,196105,171859,163429,158858,137819,138727,145095,160753,184718,200121,209149,207442,207503,203957,198188,188950,183859,183033,185807,199058,220863,271298,263085,217312
19990531,1,1,184219,169372,161827,161414,164624,184994,245809,306944,329775,336383,340384,340477,335718,331616,325111,310573,303238,286802,289202,286121,291080,322919,311155,265814
19990601,2,1,223044,203591,197598,195210,192036,208385,263469,314015,326025,338268,349764,340889,338983,334855,321497,317098,307321,300611,289582,293357,300827,324310,307402,260039
19990602,3,1,223634,205831,199087,198564,188560,204209,257131,302286,320007,325940,334368,332756,328830,321104,309240,302979,294376,274806,268810,268334,268417,298919,300778,255446
19990603,4,4.06,208934,189056,176125,169464,143572,127245,133091,147442,162387,185702,190618,191200,201163,200532,195648,187029,178714,178803,180720,195517,205855,240596,238629,198946
19990604,5,1,169250,151820,144392,142966,135141,148417,183135,214575,242348,252679,258105,255614,257639,256398,254026,254161,247824,248428,243377,240743,249098,276736,269885,228722
19990605,6,2,192917,175175,167442,163978,149133,150132,170199,196822,222414,238664,246430,247240,245031,231330,220671,213330,205897,200676,198115,203621,209939,249370,251764,215580
19990606,7,3,180271,162914,151424,145471,124542,124192,132889,145198,167215,185114,196107,196290,193727,191804,186605,177821,173499,175490,180695,191436,202964,251328,255617,212081
19990607,1,1,174014,158017,151538,149327,142214,172830,246459,281310,315815,334881,350452,349345,344793,340013,344794,320751,298891,291991,280895,281068,280686,311453,310558,264813
19990608,2,1,219683,202718,197503,193764,182556,202896,261286,313955,339004,346987,349980,349632,344920,338757,329286,315597,309356,303547,323322,325107,314647,319910,303302,257042
19990609,3,1,219478,204503,197032,193766,191457,204963,264318,312549,334799,341401,346897,346651,341981,336800,327672,314299,306873,298250,287109,286186,285207,317434,319892,270100
19990610,4,1,229320,209639,202029,198126,186961,205540,263062,309478,333831,334632,340444,341137,336652,330497,322956,310459,303027,291529,284704,282728,287266,314808,312096,262838
19990611,5,1,224112,205278,198190,194304,182252,202476,258759,309128,328476,332364,338660,340479,334483,326881,319045,308346,299975,292835,284053,293304,301424,319586,309711,267288
19990612,6,2,218018,197132,172472,182108,171486,177688,204988,236208,261468,279406,292887,291861,281425,258994,247656,241823,249563,260393,252323,251088,250064,261419,259904,223342
19990613,7,3,191529,171308,160183,153920,137392,133908,139365,153360,175104,194766,211507,216070,218263,215564,205222,194540,191072,191235,200838,215334,236114,262508,252706,210989
19990614,1,1,179071,164342,160449,160138,160156,186683,249331,299680,330198,336414,343110,348364,344776,337584,329184,315213,306910,298563,291684,295248,297667,315807,306172,261657
19990615,2,1,220752,205758,199179,195633,191456,209120,270365,319421,345785,355238,358365,361017,355219,351126,344953,328147,319773,309942,306048,313838,321388,323924,300764,262627
19990616,3,1,225980,208696,202462,199568,192555,212589,268441,328954,352514,352628,360896,363087,361339,355459,343146,334742,324526,313346,301891,294162,298071,321842,319195,272228
19990617,4,1,231701,208356,203448,200955,192484,211423,275246,321191,344010,338946,354244,357548,349264,346746,339274,331915,311950,300399,288322,292044,295949,320554,319111,269709
19990618,5,1,229346,209784,200940,199281,191994,208118,268028,313187,335627,345382,343774,351940,349004,343818,334605,299239,308675,295556,289218,297012,295779,314246,313415,266417
19990619,6,2,228220,214152,201096,194164,178097,183004,212112,237152,262995,282535,291392,294604,287972,267345,257126,247586,239131,230557,228437,232285,240215,262669,261675,241203
19990620,7,3,197459,175485,162242,155171,134086,133179,138844,152811,174480,183208,203561,206516,208174,207167,202050,193248,183612,180592,180953,191883,207075,245662,259838,217564
19990621,1,1,181153,166206,158874,157656,149210,180688,247926,299269,321215,329669,339261,341228,338907,331370,327656,312877,303265,293411,284770,284773,293320,321462,306004,255540
