Date,Day of the week,"1-workday, 2-Saturday, 3-Sunday, >4-untypical",Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
19990927,1,1,180420,167740,159367,160198,170077,212419,272352,309433,338047,341276,344195,350628,340275,333649,327069,322790,305429,294396,311463,376001,367800,334773,300980,257668
19990928,2,1,225639,213052,206869,206221,214722,235672,283669,323411,338921,344593,344800,364957,417843,398350,360976,344304,333626,374954,390676,443772,384860,371794,331580,297559
19990929,3,1,246799,204109,213439,217991,216281,251720,307329,313024,351248,355915,368573,372892,357711,318338,336774,336242,321515,312664,326445,358620,354260,339474,305478,261326
19990930,4,1,234878,218343,214579,201761,208432,227472,286708,320762,364129,376850,398096,380366,374421,377179,379919,346862,334177,334137,366843,410510,368526,330594,301850,298414
19991001,5,1,230775,215554,207344,204285,210460,243679,296616,335614,352996,351168,351715,346526,319118,310012,317001,297566,282002,294045,310296,368601,342266,322966,286161,244070
19991002,6,2,208318,187208,182255,181918,185404,195270,232759,240150,269444,287855,292954,292267,281393,266384,267942,252119,238664,235894,272078,322061,310463,291977,263045,226835
19991003,7,3,197030,177936,166024,162732,166025,171714,161002,160550,183319,203597,212037,209316,210518,210259,203615,193704,190717,194411,239062,290828,292355,279224,253785,218116
19991004,1,1,183168,168392,161428,161921,177876,213480,291116,335553,359801,374120,376982,373552,368465,362119,357787,331115,322694,319215,353668,402344,383330,349582,314902,263814
19991005,2,1,236385,221454,212486,212735,222695,256052,321756,358433,380653,385779,394240,386393,375346,369465,361584,347196,331191,324665,376465,413784,399112,366555,319181,277538
19991006,3,1,244858,228941,223546,222824,227227,255871,327021,370140,396470,396224,396724,392392,367302,378140,371288,358773,360464,359262,402621,424214,407610,381333,339262,291024
19991007,4,1,256884,233511,232286,234303,239176,269126,336517,379609,404135,412165,414127,414813,404504,394982,395568,356350,348446,372145,395912,443022,424321,385162,346780,303413
19991008,5,1,269875,255980,248392,248146,249649,285149,348430,373680,402182,406516,393640,388634,387420,373802,372963,376150,355382,370657,416571,434981,415804,389456,352687,317185
19991009,6,2,281279,259313,246095,243257,245680,253379,282645,293188,318817,340708,361357,359743,350355,328192,334167,325368,318354,333072,369781,377814,366680,340575,319272,276656
19991010,7,3,244194,224451,210948,206352,206720,210759,209191,201453,225401,248614,264997,267420,271432,272342,271872,258481,253698,275487,328464,354591,349660,332066,307826,266448
19991011,1,1,235485,222767,212985,212000,225247,268323,344201,385872,420016,421595,432703,429181,423244,421937,418916,409153,392029,406065,440870,447080,419884,389931,359452,319235
19991012,2,1,278194,264255,260462,255929,266252,293262,353447,387337,397571,415100,424741,401847,408900,394983,388858,372769,364661,360974,418683,450048,427670,402825,365602,323326
19991013,3,1,284928,260020,251841,252337,264805,294110,361507,388004,395495,413277,418194,417576,402323,408393,397231,383334,374018,372172,435615,449069,424341,393929,356961,313239
19991014,4,1,292069,272009,260963,256351,263212,287291,354341,397480,425207,431916,437917,421044,420944,411936,414194,401222,380366,381619,438125,450966,425830,402100,369120,327137
19991015,5,1,293426,278294,272515,270471,275080,302995,354664,389455,418306,412416,423098,408690,410458,411252,399837,381599,376217,383966,435306,447970,422685,395161,370960,335444
19991016,6,2,298393,283472,270304,267878,268664,283354,304209,309804,330978,358292,367792,369869,373887,353650,331154,338440,323579,342277,381895,387977,377168,363219,341380,302419
19991017,7,3,273511,248572,225373,221068,265290,288554,235678,225478,243897,264397,275109,280292,305738,279054,275648,252496,278168,304759,361478,379529,366019,357038,331666,296584
19991018,1,1,255312,241056,240882,246268,254079,294490,378820,422582,434132,442368,444998,414572,410107,417490,413534,400176,384361,398284,454717,460753,451014,421334,387418,345443
19991019,2,1,315672,302350,287387,283897,296099,319383,376265,418460,430196,443862,477414,435202,421226,420012,414551,391920,386826,401070,436294,473091,455539,429904,391826,341784
19991020,3,1,310439,300833,293101,287957,299577,315308,389369,425046,443249,445841,448068,448660,439176,433922,452644,425631,373928,418317,444794,484357,468918,440097,407506,367922
19991021,4,1,317590,321517,307255,294004,305129,338494,397608,432801,448469,442611,450598,445022,436715,438553,426017,409431,394310,419450,477199,489580,484548,439507,403220,364936
19991022,5,1,335619,324892,294140,297835,309407,338093,409931,445398,437586,445544,460089,458294,449840,452389,431493,417682,409381,425322,489434,498165,472006,433740,405414,370114
19991023,6,2,330849,289356,289911,290562,291477,308394,336071,363750,353348,373515,369565,352255,375451,363499,345345,338059,349390,373850,407594,405319,381971,370322,348709,317075
19991024,7,3,283256,257280,252904,248108,248239,249769,248003,242053,268255,276426,283962,286980,284705,283245,295026,286348,278759,307143,359442,362006,353836,348281,326411,304673
19991025,1,1,263536,243071,242274,241491,254468,288884,350464,407809,403848,398560,424551,406726,398960,392048,391841,378490,377098,394075,437938,446652,420407,394617,357408,317655
19991026,2,1,286838,268288,255431,254014,271236,300168,356762,393031,406227,402539,405862,401513,398830,387172,373654,361371,357659,371537,434752,440177,422648,391580,360910,314221
19991027,3,1,283600,267518,262692,259159,272488,308709,358233,398012,408501,432113,486337,413664,410702,406462,432197,384742,379232,424355,454295,450204,433782,406032,374355,331005
19991028,4,1,297226,282448,274702,268273,279311,304313,373770,418097,432849,422431,431047,415871,416469,427471,405504,383251,372833,438232,437479,452034,398497,398984,374281,331555
19991029,5,1,298459,281623,297187,287463,280899,313896,375886,398141,412425,408789,406806,400396,404144,391154,392642,371164,361677,390166,436109,444863,425400,409997,378270,335664
19991030,6,2,302302,284776,276367,265716,268170,270286,285473,291096,303804,331809,324711,323969,318206,304048,283008,271681,293107,329685,381363,383345,371596,355560,331796,295891
19991031,7,3,263190,270402,222402,222914,222672,227787,222927,239139,255807,263416,259235,251836,241630,247759,252280,266017,304646,323843,332370,333728,323004,314016,291236,255944
19991101,1,4.08,226265,210242,202185,200133,204098,212769,211332,220118,233849,235579,228547,219836,217241,219808,215990,215139,254673,304366,314306,329558,324340,309117,289893,252763
19991102,2,1,228706,215186,212356,214865,226489,268796,332335,367457,385810,402656,399549,394832,390241,391420,381572,377854,416401,454180,448542,442418,433613,391490,344879,311729
19991103,3,1,280922,265800,264573,261884,273063,304345,359948,400109,418100,423708,427914,418879,415198,411741,400219,390285,422623,463613,458248,457066,439482,407595,374103,330930
19991104,4,1,295742,280341,272576,274747,283567,313730,367761,407164,425277,421280,424956,422215,419613,419971,411909,402046,448727,482210,470400,466216,450180,418269,382231,340626
19991105,5,1,303340,286781,283645,281934,293638,323067,380128,412899,425416,431454,420084,422451,413475,411131,398397,382141,445454,477228,467667,459277,439587,412767,384600,348123
19991106,6,2,307548,293052,286900,280140,282591,296938,325603,345396,360788,368972,373834,372117,365140,348788,330661,328755,374153,409091,403065,397620,378575,359903,333768,299395
19991107,7,3,268532,246353,235390,230168,231618,231596,232241,229433,253450,273070,284917,283307,287331,288997,282652,274420,316742,350977,358567,362534,357971,349251,325904,290536
19991108,1,1,260126,243528,236078,236912,250362,290554,362840,405552,430477,438616,443687,448363,444590,453038,452152,456027,480049,482732,471209,468865,448818,415772,381744,343154
19991109,2,1,305407,287794,281392,281097,288760,316771,371658,413317,428990,427636,423948,421164,421992,424943,420822,417417,466898,488912,478420,474993,455960,426363,390742,348966
19991110,3,1,311832,293795,286859,284086,297120,323825,381506,415511,438871,445185,451513,446189,442214,441974,441796,440598,469173,482119,469191,463976,445462,417499,390303,349853
19991111,4,4.09,311059,291841,281334,275122,269354,263012,259442,259457,283627,303628,315839,318430,320329,321392,313159,305936,357216,388308,386567,390046,383021,374213,357752,322447
19991112,5,1,288501,267866,262008,261253,272827,295656,328468,346259,373504,377541,391217,383766,381999,387855,381761,378935,432742,453468,443682,440857,427303,409951,386397,347036
19991113,6,2,312735,295718,281903,280156,288353,297312,309403,317636,348022,365505,381161,379943,378277,374404,370663,375973,415076,423601,417851,412882,398214,382581,364039,333413
19991114,7,3,298826,276020,265433,260266,259191,261708,260344,259636,275747,303658,317465,322848,330894,343694,323135,313192,364829,389017,384074,396332,392983,386384,365905,326736
19991115,1,1,297443,278674,272887,274088,287099,321750,393536,441029,470144,472897,475605,482997,459087,463390,451990,441273,489758,515593,508413,504714,488894,453820,424990,382865
19991116,2,1,347241,328970,325547,321554,334253,363158,425863,461767,482147,476612,480315,473524,469972,483156,478344,481364,521610,528503,519237,513524,493716,465805,433918,390254
19991117,3,1,353083,335823,328406,325661,336303,365522,426670,466513,492447,487069,487422,487710,490959,493626,484904,486869,524144,526062,514285,510893,498832,464514,435974,391668
19991118,4,1,352688,335729,329366,328897,338860,365314,424527,463351,484531,488618,487687,490252,489057,490967,487814,468494,523454,528299,513156,509170,492914,463950,435226,396651
19991119,5,1,356621,338277,333166,329779,341082,367715,427170,459331,476707,487330,490344,488105,481763,483416,480823,489171,522651,524225,507199,501212,484623,463090,435449,397682
19991120,6,2,359756,337952,329017,326744,332839,340679,366984,382527,409261,429949,442674,443791,440501,429432,414059,418892,461954,463278,455978,451550,436559,419287,400264,366759
19991121,7,3,330813,310266,298150,293576,292739,294437,291058,284914,305106,325955,344121,348575,355350,363910,360834,367476,402065,413947,414096,426704,419141,417092,399669,357635
19991122,1,1,323380,306399,301476,302961,312058,348026,421798,457645,486881,486303,495710,494160,485910,486347,483519,492322,532591,534124,526577,521843,503133,474495,443195,395706
19991123,2,1,360431,345172,341578,342971,351296,379877,442053,482118,500083,509828,510832,507794,509186,507842,506320,508227,548764,548950,537651,533641,515923,485121,454027,411077
19991124,3,1,368720,349872,342903,343183,354565,378871,440048,477226,486582,493813,510758,504526,503403,517163,501261,506595,536943,530895,521901,522964,504147,475025,444423,398430
19991125,4,1,357299,339962,334642,335455,343813,369334,431549,467469,480193,483413,486675,480360,485398,495670,489002,492213,531040,532459,525181,517996,499124,468443,436340,394722
19991126,5,1,356247,337455,331941,331661,342774,368559,427452,469347,485859,489124,492094,490052,490702,494182,492372,491180,523859,519667,509116,498371,482292,459379,433942,397157
19991127,6,2,357398,332324,323012,317892,321941,329945,353587,363190,385642,399797,411315,409337,402531,388318,374278,378148,439038,445907,438590,431658,415914,401594,383994,351884
19991128,7,3,313794,292334,282724,276756,275343,275589,273294,267242,284070,300238,322254,322696,332943,336639,323363,323159,381299,393202,398029,403339,397753,394306,375350,337566
19991129,1,1,302546,283424,279217,279630,291862,330525,403863,446918,465356,467504,466010,463880,456867,459439,451384,451173,514482,530038,510094,502200,484510,454218,423052,383582
19991130,2,1,345368,326798,322638,322261,335130,360724,425063,468039,485804,485565,483740,483379,472016,471232,470117,465410,518487,522006,510375,503950,482776,458067,425598,387600
19991201,3,1,344510,324958,319515,317426,328656,356804,429249,470877,471562,470838,479177,486902,483570,495841,485596,490576,524541,517594,507642,498376,482925,456631,418575,384775
19991202,4,1,351020,330021,322458,311789,331691,355748,426231,461301,469641,477580,482265,488804,480194,501124,473281,483282,521010,534556,503249,502721,483342,449660,422613,377886
19991203,5,1,346291,326367,320772,321496,330896,362652,421880,462822,476197,465241,485526,518726,492661,483444,489501,499955,517368,521221,506772,496336,474123,449520,422378,385318
19991204,6,2,347512,321264,318419,321935,323170,329829,359204,372899,390460,409364,420866,425045,414499,404507,390373,393424,451162,440584,424710,422399,408082,400866,388240,346062
19991205,7,3,313890,291842,283816,279523,280470,279098,275751,271193,290841,314603,334417,332500,344396,355625,362897,355929,403485,402989,405614,404763,400475,403803,386417,338497
19991206,1,1,313822,293823,289665,286544,303633,344460,425843,467117,478896,487945,494786,493248,487473,474614,472496,478558,531508,517433,512489,502081,494708,467582,431492,397498
19991207,2,1,347979,331154,328985,331331,342883,369353,437052,490345,495044,492344,502617,505373,513714,515987,505510,509455,527690,521543,511569,505863,482006,458673,424632,381676
19991208,3,1,343036,327812,324468,322857,333514,368724,428275,475759,473421,481836,485096,493705,491492,500305,501538,499806,524794,518106,505631,499132,483907,460739,425389,380015
19991209,4,1,351161,329847,321592,318774,336756,362042,424734,472462,471838,469237,484586,475544,468981,470701,465633,480181,516379,510166,500179,492484,481472,454985,418117,379531
19991210,5,1,340578,323076,314633,315353,326217,354341,415770,452978,459045,460189,459455,460104,449914,444205,441596,453326,501380,500115,487084,483588,460865,441879,419025,380506
19991211,6,2,342598,321961,311076,307051,312074,323906,342815,357022,385390,400795,406580,404617,397703,381802,369053,382922,439519,439993,433727,428087,411743,398400,381120,342440
19991212,7,3,312134,288154,276461,268351,269468,270797,270045,270458,278488,301046,316872,321310,328003,339454,335403,348985,384615,387177,393222,398043,393576,390561,370498,327185
19991213,1,1,294558,275992,270699,269548,285912,327154,396946,443878,446639,456890,462930,462839,477910,490360,490118,487666,516754,508198,497932,493730,472588,450830,417990,372776
19991214,2,1,335337,318858,315011,315588,325109,352896,415848,459070,463019,470396,490346,470398,474941,486538,471076,496329,520660,515000,504865,499274,486346,459752,424138,379976
19991215,3,1,342785,327264,316870,319419,330959,357735,424863,470773,481990,486535,499237,493503,485812,440791,476311,492422,525714,522978,512969,507566,492931,467722,431488,393203
19991216,4,1,349259,332669,323638,324663,335586,363816,426018,473859,476739,487539,491078,502302,485054,487940,487024,492980,528370,525926,508656,505269,490714,469087,434148,389862
19991217,5,1,354365,330800,324324,326536,336836,368583,428807,471150,476318,472987,475678,472054,470376,470070,462338,479152,528459,528735,517840,509005,487152,471830,440110,398356
19991218,6,2,357297,338098,329147,326403,335183,340770,357542,377086,399010,423414,430857,424252,422592,409402,395192,408628,467824,456115,455480,450500,437084,426676,405821,368100
19991219,7,3,325711,302812,288495,281066,285339,288173,294312,292584,310112,334475,355438,349930,355495,364054,365497,370283,422598,427057,432100,437044,429356,428896,405540,363210
19991220,1,1,327692,306612,301289,302379,316146,351696,421277,472624,490429,494605,501605,491369,499906,498535,487621,494415,536887,532691,525080,517855,499429,478972,443508,396745
19991221,2,1,357342,339117,328423,327087,339122,370274,433432,482124,486218,485336,487422,483484,480473,480830,470351,478981,533476,533227,525518,523810,507994,484530,453434,407279
19991222,3,1,366732,341651,335837,335192,347261,377731,438822,486586,498725,492694,487617,487956,488046,492018,487013,489566,539053,539139,530295,526098,513106,495490,469264,419167
19991223,4,1,373587,348484,339167,338105,348774,371302,428373,457661,479668,487020,481622,487564,474819,475102,466494,473718,536119,542476,533492,527604,514242,493543,471519,419200
19991224,5,4.1,362963,329928,314756,310368,320506,327756,344219,361093,379737,390474,394382,390106,388153,398768,397187,413327,457323,424280,393054,383197,380158,388348,393802,372529
19991225,6,4.11,335344,312956,294083,284877,285416,287042,284803,279263,287165,306414,316559,322316,330526,338867,347244,355335,375803,377176,372677,379891,377195,381701,381653,355083
19991226,7,4.12,322886,299506,284466,279034,279499,282078,279171,273001,281601,301784,312976,312582,315095,320674,319455,325534,374435,378195,382002,390231,388617,385416,378022,343603
19991227,1,1,311836,291892,282507,283106,295199,320032,361497,393996,411943,436768,457887,464854,465537,472057,459086,462687,496656,490658,478484,473213,456382,442019,414204,369490
19991228,2,1,330893,312179,306834,306676,317840,338304,377531,405883,426023,438471,452930,453223,451246,453861,441458,443689,493495,489807,479586,474354,459660,441100,414300,371853
19991229,3,1,332403,311100,305570,306535,317274,339393,377675,408162,421052,437662,453088,454337,455943,459601,451171,456115,486755,486120,475867,473588,460071,443508,417040,371079
19991230,4,1,331669,313714,305266,304828,313325,330208,370080,398506,414371,426714,440585,439346,434279,439327,437886,441970,482907,483630,470964,469505,459314,443284,416796,372666
19991231,5,4.13,330296,306184,295742,294423,298488,307048,327672,345083,359043,371629,384827,385857,382954,391657,390874,397665,457346,457006,442786,431409,404336,380335,369960,354194
20000101,6,4.01,340982,329881,310136,297396,292138,287170,277914,265635,254488,264197,279214,289401,300420,315217,319702,323173,365297,372330,373634,379897,376767,372957,363979,335136
20000102,7,3,306800,285966,274791,270255,272085,274654,272654,269625,277220,299208,319682,328740,341580,349331,349033,350975,394806,403716,408604,416774,412142,405844,388305,346117
20000103,1,1,310954,293591,284962,286406,299743,333306,395136,444129,456773,471380,480038,481854,481857,486033,488922,496847,521299,516695,507170,504092,484334,462038,431850,384117
20000104,2,1,344375,325008,320118,320540,330922,357840,417692,465920,467569,486592,492425,494718,491755,497634,494880,514266,529434,525422,516095,509477,491544,464258,428424,382388
20000105,3,1,342682,324394,317227,317411,328915,357283,417606,463816,472064,480887,484387,481713,480786,495542,491947,487339,526137,523569,514098,511131,492600,463878,432722,384157
20000106,4,1,343611,324739,318500,315523,329062,357292,419724,464147,471502,475028,475944,470950,469026,475995,476282,474054,513014,516809,506121,508109,494541,466413,433647,387037
20000107,5,1,347715,328162,321259,322266,333204,360101,422793,470726,475720,483055,491448,493254,494502,494636,486973,486095,519116,518570,505541,502006,481930,456056,432504,394025
20000108,6,2,352894,326506,314148,310340,317014,323986,342734,353546,365476,386004,402376,407275,405826,394710,387667,378677,439156,451540,447084,445423,427924,417569,398566,358297
20000109,7,3,323220,300834,290389,283630,283834,284194,282477,281064,289346,311298,329548,336060,346177,355013,348427,348571,394480,403867,408623,413896,409054,407710,387041,346617
20000110,1,1,312293,292582,287139,287160,300027,337462,407745,460197,470509,477383,486440,481176,477669,487459,485728,478635,515579,516278,507302,502767,486128,460092,427647,383669
20000111,2,1,343953,325247,317892,317580,330564,358871,422391,476938,483240,488342,491133,489792,486466,488648,482606,472900,515730,520808,512549,511310,493036,466879,433437,386037
20000112,3,1,350177,331428,323511,325002,337452,367332,432344,478885,482984,484128,487503,484454,477530,478010,470255,461327,513022,528018,519148,514608,500837,471148,440090,391006
20000113,4,1,354812,338948,333155,333403,346248,376623,441993,486662,492234,492607,493491,486698,483827,485823,480921,471580,520021,537514,526897,522781,508256,478982,443485,400563
20000114,5,1,361406,345123,337499,338705,350994,379434,441896,487822,495473,499005,498497,497482,497838,505642,507592,504138,533818,535649,519599,515171,493488,469192,445504,400682
20000115,6,2,364420,343705,332123,327872,332092,338476,357642,375048,392909,420768,436011,434846,432950,430570,422464,418952,460488,466743,461084,456437,440327,427561,410070,369213
20000116,7,3,337445,312432,301276,294145,294766,296484,295643,295382,307288,328984,348537,355151,361466,367707,364352,356494,405566,425143,428180,433760,427952,423538,402526,359139
20000117,1,1,325391,307666,301827,302848,316453,355139,426224,482557,495504,505794,515593,518049,515900,516131,510076,507476,534013,532671,519152,514279,492968,467656,436432,387004
20000118,2,1,353151,335271,329283,329655,342546,370988,435527,477381,482435,481977,487926,496971,499284,503660,495472,494773,526696,532735,522833,522135,501397,466988,440990,398545
20000119,3,1,359850,340887,336674,337002,348903,378251,443392,490636,499017,501308,471434,506883,504700,488475,493664,476920,514370,540040,530987,526589,508476,479637,450172,406806
20000120,4,1,369200,351625,347554,348001,358710,387551,449924,493901,508565,511501,518651,522812,525056,529258,526595,510964,541471,547013,533300,528985,512990,482987,450591,408905
20000121,5,1,371378,354700,345675,344808,356076,384680,446566,487310,494313,500873,511732,513158,506145,515561,500615,484118,531709,543102,527733,522032,502036,480208,456097,416038
20000122,6,2,380764,360468,349569,344781,346606,353732,369953,380483,404109,428080,441973,439702,433952,427926,411914,396639,442493,475096,470279,465146,452971,441367,421044,383119
20000123,7,3,350087,327959,316792,311691,313131,315751,313216,308183,325173,347782,363433,366275,369989,377383,369703,356794,395304,436544,445053,451436,445388,441469,424502,383164
20000124,1,1,351911,334816,324363,325674,340657,377045,446462,492537,511376,521847,529281,525807,519461,515711,515038,508790,535198,552359,543360,539834,519422,491710,462241,418822
20000125,2,1,384061,365717,359445,361290,371794,400741,465074,507283,522957,527869,534952,534303,531234,531395,522000,507328,535737,560270,548595,546299,528785,499780,466939,424228
20000126,3,1,387251,368746,362658,361572,371910,399795,459512,503994,524824,532395,543212,538631,537190,538833,529184,509929,535012,551109,541148,532767,514990,487342,461519,416457
20000127,4,1,381610,362066,353376,350730,362826,387611,447164,489720,504132,514633,525100,527137,527509,531738,520364,500920,526608,540420,528769,520689,504325,478309,448716,407517
20000128,5,1,369587,350769,345608,342997,350806,376648,436801,479088,497452,504666,511943,516230,514412,515526,501136,482716,507198,530694,518671,512609,493937,469402,442043,404368
20000129,6,2,370275,343355,333744,328294,330774,334275,350373,360115,380307,407027,423449,425376,420230,414106,402879,401998,436900,453505,451754,447600,431012,417334,399061,366352
20000130,7,3,333140,310461,299133,293464,290171,291868,292380,280899,296474,318214,334649,340183,345578,354301,349429,341704,368259,404551,413153,417059,408109,408530,392750,353280
20000131,1,1,320928,300503,292370,293397,309052,346165,408670,447378,472703,487791,505218,507057,498287,486667,475260,446198,474361,505295,495353,492379,474627,453431,425619,383939
20000201,2,1,349244,330207,324626,322159,334862,361064,414467,447809,468505,480472,496369,501988,500179,496649,478569,465687,489986,503473,494484,490312,473057,442900,418940,379846
20000202,3,1,344549,325522,319103,317196,327028,354765,406672,435629,456882,470047,485003,487874,485296,487910,480907,459819,473474,492533,485522,486194,469362,442731,415610,378339
20000203,4,1,343762,323978,316980,317628,329072,355546,409288,437157,461743,476072,483362,484939,481014,477900,472034,446980,469917,503531,495930,493210,479230,453119,427593,389421
20000204,5,1,353925,337411,329973,328651,339202,364560,416724,441285,465110,472561,478652,471695,472256,473252,466105,454799,471495,505296,499066,493326,474247,450373,422189,387441
20000205,6,2,350766,332115,321434,316973,320536,324496,338936,346602,366998,391634,407181,411009,410995,406746,394496,383085,398766,423253,418841,419405,403197,392505,374097,342920
20000206,7,3,309830,287812,276956,270003,265009,272734,269282,255255,273227,295977,304200,305840,307338,303997,297571,286582,300168,360567,374936,379308,373266,372419,356548,322190
20000207,1,1,291267,273753,267490,266785,281113,315394,375661,399172,421911,433642,440628,436249,429919,430123,419870,409679,430005,471404,465886,462976,442994,418272,390303,353036
20000208,2,1,317283,300760,295184,294952,305105,333823,387032,414586,440401,453516,467990,464785,459888,460841,442258,422152,449643,481815,472658,470468,452436,423334,395123,358337
20000209,3,1,323137,304434,298421,297564,306451,334370,388925,410811,429130,438984,449334,450570,448713,448463,436389,417206,419675,474904,476181,475493,459428,433316,405342,364144
20000210,4,1,328346,310954,303438,305035,315726,341420,396381,422031,445700,462021,476753,473420,464271,454868,443279,422074,427955,475892,477372,476596,463711,436516,406634,364966
20000211,5,1,332483,314112,308928,308936,318016,343225,396340,426168,452150,463628,478719,478058,465387,459104,446714,421010,419172,476170,478991,477103,458877,435669,409427,374623
20000212,6,2,337580,318286,305879,300800,306867,314127,326473,331602,354721,372247,380144,376984,378238,364579,352113,343542,359363,411782,422018,419371,404253,393102,373783,339374
20000213,7,3,308216,288854,277448,271830,273706,276850,272548,262954,282219,300717,315801,315246,321824,328512,320298,318032,346132,383253,399128,403953,398152,391935,371176,332219
20000214,1,1,302119,286776,279799,281565,295884,333344,398705,434516,456674,461806,465531,466154,480014,484128,460266,439607,437898,490832,498572,496820,475017,449991,416535,377081
20000215,2,1,341774,328168,322263,321768,334261,363906,421096,451098,468217,475703,479920,477014,476720,482832,480145,469771,476061,509841,507365,504970,486709,455038,425727,384484
20000216,3,1,347180,327160,320123,321816,331280,361626,419456,456268,476624,479067,481590,477814,479681,491423,480614,463915,473052,505515,503208,500797,479250,455159,421406,377363
20000217,4,1,342957,326973,321607,321771,331809,361201,418192,450376,469621,474572,477814,476030,471631,466635,452853,430865,429562,483388,497973,496824,483924,455689,424557,382410
20000218,5,1,346155,328428,324192,322600,333558,362952,419986,452397,472392,478028,481182,479767,476129,474879,464312,443204,434785,484922,497595,496190,477784,452846,426848,386401
20000219,6,2,350840,329567,322265,318624,323749,330684,339025,352475,379525,399089,407828,402714,396714,389544,374465,357555,361150,415652,439940,436767,422071,409770,390711,355553
20000220,7,3,322827,300335,291182,285587,288422,290349,278003,275462,304240,321661,334946,334828,339813,347289,341350,324302,328322,378727,413622,421810,415718,411404,392163,351661
20000221,1,1,319764,301398,295616,297745,313498,353345,416366,458825,482530,486511,491568,493526,499387,502367,486216,459281,454054,498214,515209,513881,493348,464760,430132,385595
20000222,2,1,349634,334715,329195,330485,344073,372251,428061,464067,478372,478311,481897,478846,476872,484539,474577,453011,453429,497062,515565,513241,494741,464082,430028,384217
20000223,3,1,351746,333293,327015,324593,345535,373321,426503,463827,479622,478154,473994,474432,473740,477271,467394,452723,444332,487183,512110,513348,499294,466204,436262,393820
20000224,4,1,355552,336121,331606,329997,345158,375732,425034,460641,478863,478556,480333,474345,469192,470601,463352,448048,450454,498553,511762,511403,491643,465352,429752,386746
20000225,5,1,345438,330788,325487,324779,336187,371242,412561,447869,466070,471866,474138,473748,470228,477542,471541,452553,450540,480981,497380,493615,477711,449768,421840,384986
20000226,6,2,347379,326158,316284,311450,312678,321491,324579,339168,369487,392767,406162,406992,407650,399939,386235,371906,369098,405354,430224,429243,416045,404550,384701,349436
20000227,7,3,312386,295428,285240,280443,281566,282372,270646,271875,293662,314401,328184,330026,332509,334650,329195,304548,301474,336611,394720,407158,403639,397178,374967,336332
20000228,1,1,299056,288946,282006,286309,298554,336040,392425,429533,452324,455747,453787,449429,440048,435038,425929,405773,396701,447914,487912,489334,475944,441258,411525,368686
20000229,2,1,334041,315910,311010,313384,321633,350314,399371,434069,458222,452255,448790,445003,445990,442332,428677,430938,423836,453696,486580,486170,470072,439025,405763,361277
20000301,3,1,327808,312121,305456,305711,315566,344563,389454,428412,447639,445788,449933,443740,435001,436168,442670,423174,428102,467002,481919,481596,467191,436898,406883,362040
20000302,4,1,325032,308652,301478,302069,314347,346604,394303,434060,452876,459598,457719,450494,447505,449201,436393,416993,410129,440410,480125,482559,468160,443308,410484,368862
20000303,5,1,333077,316486,310904,310249,321816,353743,394170,431054,449032,455046,461709,464106,466100,473179,462368,444356,449714,479345,492033,489579,470110,441629,410927,372796
20000304,6,2,336320,315240,307468,304520,307718,310616,310156,328816,358734,380506,388822,388679,383806,376376,364478,354815,353176,384806,425446,426169,406273,394905,376700,340237
20000305,7,3,310398,290808,280606,276153,276947,279564,259191,270850,292066,310416,324189,327875,332431,337142,328014,308918,305235,334528,397400,408809,403614,397605,375560,337017
20000306,1,1,306758,293454,286010,286484,302144,338842,389890,438852,464089,475926,479188,474761,475385,481775,470270,449554,447928,471689,504138,504305,482170,455349,421279,376416
20000307,2,1,341836,324864,317124,317082,330461,358696,398554,443788,467332,468553,470337,472580,472898,477413,467667,445913,438712,465716,488262,486561,466858,446565,415321,373435
20000308,3,1,337990,320581,310678,309972,320308,349305,384732,427437,448074,452348,465198,465532,464915,472468,463615,444049,443787,461996,483137,488760,469452,437040,407261,364869
20000309,4,1,328615,313876,304384,302857,313596,342382,375486,423405,453210,453571,461768,457591,455833,452730,443139,426407,434161,455670,482475,485489,469469,441947,409070,364941
20000310,5,1,331883,313546,305849,307152,318788,343403,382105,422594,445380,448861,451965,447728,443149,445366,440543,421638,409549,426084,475505,482935,465789,440639,413940,374714
20000311,6,2,335697,316312,307906,304437,308991,312093,311358,337559,363993,387779,401430,404831,406751,401372,387435,371737,369817,383533,424133,423378,409252,396828,378440,345004
20000312,7,3,311282,291053,278474,271608,272812,272386,254550,265739,287638,303965,314018,315640,319324,323152,313506,295077,293276,312796,384074,401960,397230,391545,374873,333991
20000313,1,1,303591,286818,281206,279908,293462,332568,378550,430667,458973,461410,459688,454066,453414,452240,443664,428448,424555,445599,483923,488886,468921,440880,408398,366245
20000314,2,1,332765,317412,311046,309314,319276,343015,382027,426118,450381,457073,450285,444399,444138,451087,449348,433046,424733,446458,484432,488931,473144,440580,408191,365234
20000315,3,1,331102,316065,307640,304620,316529,345830,385388,427675,458492,467266,467013,465386,464559,460413,452506,435193,432900,444082,488953,500300,487797,454556,420738,375342
20000316,4,1,337691,323184,318850,318638,328702,353050,390810,432333,450757,451177,454259,452117,449430,462887,450327,425406,416056,423364,479013,495573,479841,450558,415618,370406
