Date,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
12/29/1999,0.124,-2.841,0.95787148,2.78104127,0.96697355,1.39342536
12/30/1999,-0.306,-3.041,2.05478737,3.91753124,0.95823891,1.23187536
12/31/1999,nan,-3.339,1.34067556,2.77684262,0.97344696,1.3264875
1/1/2000,0.297,-1.314,1.11236598,1.65608494,0.97774593,1.69970652
1/2/2000,-1.511,-4.687,0.8737569,2.43401372,0.96110406,1.63951902
1/3/2000,1.127,-1.288,2.56462272,4.23428561,0.98631075,0.55265673
1/4/2000,1.769,0.86,3.31306524,4.00458719,0.99655846,0.418275
1/5/2000,2.366,0.517,6.21414259,4.52609208,0.99709156,0.77214358
1/6/2000,1.263,-0.909,0.89607224,2.75291598,0.93783387,1.64593132
1/7/2000,0.357,-1.71,1.28402686,3.36034055,0.98807382,0.74261251
1/8/2000,1.586,0.299,1.15356438,3.26557325,0.98141323,0.76640596
1/9/2000,1.354,0.251,1.13639792,2.88624102,0.96941936,1.04715019
1/10/2000,1.277,0.243,1.69258107,2.8420493,0.95964293,1.23108658
1/11/2000,0.598,-1.113,1.14841461,2.82286072,0.92443103,1.43263125
1/12/2000,-0.417,-4.26,0.51155064,3.29920439,0.94896452,2.32801857
1/13/2000,-0.473,-3.942,0.05493165,3.87213329,0.77644254,3.62801178
1/14/2000,-1.53,-3.194,0.2780916,2.67807208,0.72879575,2.79191313
1/15/2000,-1.944,-2.9,0.57506583,2.25575221,0.71659193,2.26980072
1/16/2000,-0.372,-2.975,0.70381162,3.48915006,0.83001839,1.84398786
1/17/2000,2.759,-0.661,3.34053014,6.40294295,0.89531515,0.7277067
1/18/2000,1.151,-1.257,3.47785884,6.29482116,0.82581106,1.32631776
1/19/2000,-0.743,-1.811,3.03497244,5.92539809,0.7344978,1.74740616
1/20/2000,1.201,-1.818,3.8589462,6.73030567,0.79791321,2.10127518
1/21/2000,0.739,-4.699,2.9045133,5.73280759,0.61060324,2.71333242
1/22/2000,-3.694,-7.99,1.43509046,3.16572617,0.84006743,4.12526743
1/23/2000,-5.287,-9.533,0,0.99216536,0.90736376,4.66542864
1/24/2000,-6.158,-11.616,0.32615663,1.53082433,0.91326663,3.43344816
1/25/2000,-4.784,-8.607,2.41870917,4.3143371,0.92491871,3.00307338
1/26/2000,-0.206,-4.472,2.87361205,6.02443265,0.95616135,1.23868116
1/27/2000,1.381,-0.053,4.2331698,5.79213853,0.96843233,0.89234953
1/28/2000,0.879,-0.443,2.65731768,6.20413949,0.94311802,1.31450587
1/29/2000,2.113,-0.985,7.93590588,6.30004629,0.94394101,1.35275644
1/30/2000,2.966,0.067,4.52499591,7.47494417,0.92864137,3.25215396
1/31/2000,5.353,-0.781,9.2250824,6.9862172,0.9461884,0.68045565
2/1/2000,4.899,0.488,2.45132434,4.19979672,0.97038904,1.03556228
2/2/2000,4.79,3.537,5.51033136,5.63448328,0.97219417,0.85353786
2/3/2000,4.03,-2.086,3.73535028,6.66833914,0.90724972,1.7273259
2/4/2000,2.37,-2.695,4.31041464,5.84822722,0.81610263,5.61285036
2/5/2000,6.995,2.754,7.99254936,5.88738029,0.96057396,0.6312376
2/6/2000,8.655,4.945,1.23939529,4.13555776,0.94630658,2.97641232
2/7/2000,7.471,5.145,1.63078377,4.02163479,0.9415928,1.36372536
2/8/2000,6.764,3.495,4.08554301,5.1612035,0.90369993,1.4735808
2/9/2000,6.384,1.908,6.87504218,5.67178694,0.85554381,3.15281707
2/10/2000,4.7,1.539,0.5836487,3.02237651,0.86871407,3.65996412
2/11/2000,4.927,1.346,2.52342074,4.10985715,0.89298034,2.24150623
2/12/2000,nan,2.073,0.84800689,2.9029945,0.84567688,2.55858858
2/13/2000,4.336,1.375,4.88548558,4.62273148,0.86202125,3.099204
2/14/2000,3.192,-1.14,3.0864731,4.53561289,0.82907886,4.80009456
2/15/2000,3.347,-1.797,0.67291253,3.82053004,0.79037029,6.32142972
2/16/2000,4.399,1.389,5.1223716,4.38082921,0.93792224,1.9457442
2/17/2000,2.746,-1.192,0.24032597,2.24557065,0.84059227,4.0921326
2/18/2000,1.926,-1.232,3.45726072,2.96006788,0.89487192,nan
2/19/2000,2.564,-1.53,0.27122507,1.66467331,0.81864063,5.83205436
2/20/2000,2.077,-2.258,0,2.82159207,0.70442946,9.12442131
2/21/2000,1.496,-3.597,0.33645636,2.82937726,0.69019439,7.70906043
2/22/2000,1.131,-2.972,0.1132965,2.35086488,0.67355652,7.79974101
2/23/2000,1.18,-1.893,0.05836484,1.01058442,0.60281856,6.74926776
2/24/2000,2.462,-3.536,1.56555342,3.01683607,0.61352247,10.0308936
2/25/2000,2.878,1.211,2.64358393,3.54414351,0.93765931,2.94165135
2/26/2000,3.426,1.148,1.9638054,4.77762029,0.90158786,2.77053633
2/27/2000,5.624,0.989,1.31835916,3.08845348,0.89962943,2.79826866
2/28/2000,9.573,0.422,0,6.58092347,0.70160932,11.5093136
2/29/2000,7.426,3.473,0.20942691,4.91219942,0.77881575,4.96969065
3/1/2000,8.855,4.249,4.58163998,5.40346108,0.84750428,3.10798224
3/2/2000,5.083,-0.004,0.80165898,3.93406886,0.83349659,5.63011947
3/3/2000,5.491,-1.135,2.78778164,6.600231,0.81108735,6.53990464
3/4/2000,nan,-0.849,0.47550204,5.31373036,0.72651016,8.77021722
3/5/2000,1.975,-1.908,2.09426894,5.02196133,0.7338681,8.43975043
3/6/2000,3.198,-2.786,1.40247338,5.42733206,0.72466691,8.66475043
3/7/2000,7.501,2.686,4.86488088,7.69407916,0.89309639,1.58163705
3/8/2000,8.846,4.7,8.50411098,5.47058673,0.89276873,3.98379492
3/9/2000,8.772,0.496,15.3396579,6.22761325,0.86413063,2.0098683
3/10/2000,3.119,-1.929,0.96473672,5.22018729,0.7432246,12.893116
3/11/2000,3.368,-2.287,6.28967066,4.10430004,0.77784327,6.18614442
3/12/2000,3.808,-2.384,0.6935112,3.3932089,0.60634906,14.9143549
3/13/2000,2.063,-4.27,0.30212406,2.70380635,0.88862529,8.7877126
3/14/2000,5.982,0.771,2.31056429,4.82920271,nan,4.40420428
3/15/2000,4.898,-0.012,12.5862073,6.72851212,0.85729022,10.241158
3/16/2000,3.805,-1.98,2.5817864,4.93809587,0.75810695,13.5964651
3/17/2000,2.296,-3.476,2.926828,4.16174463,0.85773116,10.308204
3/18/2000,2.82,-0.877,1.94320569,3.62365433,0.76333346,8.82005758
3/19/2000,3.122,-1.868,0.97503639,3.37275094,0.75231162,9.86236828
3/20/2000,5.72,-2.163,0.01716613,3.05966436,0.70909046,15.7566343
3/21/2000,4.527,-1.313,0.76904238,2.15420365,0.91789296,5.6605491
3/22/2000,8.623,3.048,0.81367435,3.17535811,0.88167389,7.0041915
3/23/2000,9.803,2.509,0.34332242,3.64808744,0.78229419,nan
3/24/2000,6.712,-1.273,0.00686646,2.11078747,0.68146707,16.9556607
3/25/2000,9.156,-1.185,0.13389578,2.82704648,0.58834572,17.7958103
3/26/2000,10.157,2.449,1.33037591,1.92760981,0.88848077,5.35753296
3/27/2000,13.814,6.646,2.8461456,4.35585035,0.86902682,9.62842473
3/28/2000,8.438,5.527,10.7185417,4.81926334,0.93081425,1.69171891
3/29/2000,7.453,3.834,4.45289666,4.30679525,0.92873416,5.08499856
3/30/2000,5.645,2.503,2.72426522,4.92176457,0.90939563,2.90621086
3/31/2000,9.051,2.968,2.64787785,2.45102554,0.87980415,9.1721826
4/1/2000,7.389,0.513,3.39031209,3.05497065,0.90398427,6.03000631
4/2/2000,11.486,0.012,0,1.07417174,0.78762739,15.8798195
4/3/2000,13.218,0.192,0.00686645,3.07412334,0.72529519,19.7298651
4/4/2000,16.736,9.042,0.5905147,5.13573608,0.78844583,12.262393
4/5/2000,13.244,7.749,3.48129079,3.00428584,0.89166874,6.56544319
4/6/2000,6.41,0.861,5.26142394,7.67403702,0.64485443,8.25198613
4/7/2000,8.987,-1.128,0,4.35655001,0.53281776,21.1152862
4/8/2000,4.736,-1.098,0.70467064,4.06723317,0.74568111,8.79452467
4/9/2000,7.62,-2.457,0.00343322,2.03851303,0.6991637,20.9877766
4/10/2000,10.697,-1.054,0.11844645,1.90357595,0.60076093,14.7866178
4/11/2000,13.899,2.988,1.10034936,3.52099452,0.68660844,16.8504721
4/12/2000,16.95,4.963,2.24447415,4.65391871,0.78815461,17.4171329
4/13/2000,16.372,6.015,0.48065161,3.66915248,0.67206501,20.7510721
4/14/2000,14.586,5.149,0.18196091,2.69533319,0.70076727,7.52073174
4/15/2000,17.931,5.568,0,2.56395461,0.71890883,22.0815558
4/16/2000,15.18,7.238,0.67977896,3.66976087,0.78400242,11.5446897
4/17/2000,19.936,4.451,0,3.07183211,0.58172644,23.1697664
4/18/2000,23.914,8.762,0,2.58946102,0.64473266,22.3279325
4/19/2000,25.007,11.701,0,3.37488345,0.69083511,22.502423
4/20/2000,26.137,12.299,0,1.87949246,0.62187459,22.4088726
4/21/2000,24.902,12.437,nan,1.88662725,0.61664893,20.5241587
4/22/2000,25.429,11.231,0,1.59918547,0.57458177,23.3494877
4/23/2000,25.83,9.874,0,1.75408366,0.50982268,23.7070149
4/24/2000,25.172,13.412,0,3.86968058,0.59513161,23.6255028
4/25/2000,17.341,13.793,0.55789933,3.05575302,0.7363143,6.13541854
4/26/2000,19.179,13.035,0.35705593,1.40719677,0.79790187,6.66984724
4/27/2000,24.079,10.372,0,2.41404126,0.64808165,23.9371875
4/28/2000,26.289,13.898,0,3.71180076,0.50485083,24.5509897
4/29/2000,27.24,15.199,0,3.23047605,0.48753264,24.8392126
4/30/2000,27.015,11.741,0,1.6737894,0.45062957,25.1693433
5/1/2000,24.107,10.906,0.04806519,3.81766183,0.48037532,24.5761312
5/2/2000,14.226,4.568,0,3.66478335,0.37363956,26.8660145
5/3/2000,16.651,1.414,0,2.22997938,0.36876497,26.811615
5/4/2000,21.783,2.669,0,1.54218514,0.38255392,26.4039262
5/5/2000,22.252,5.472,0,1.72028771,0.46388576,25.4711808
5/6/2000,21.318,8.172,0,2.63052688,0.51148901,26.1784676
5/7/2000,20.405,7.45,0,2.91006675,0.51752469,26.6821819
5/8/2000,22.143,7.317,0,2.82439495,0.38940633,27.2696667
5/9/2000,24.652,9.351,0,2.44278621,0.39927816,26.4134258
5/10/2000,26.053,14.534,0,1.87466127,0.4132074,17.0238904
5/11/2000,nan,11.483,0,3.17693811,0.4889936,20.3805528
5/12/2000,14.282,3.097,0,4.69524233,0.38706865,27.9850008
5/13/2000,15.937,-1.264,0,2.68836534,0.47000519,27.4587194
5/14/2000,22.816,5.344,0,2.99739915,0.53256208,26.1901634
5/15/2000,25.718,5.261,0,2.80595718,0.52843634,27.332383
5/16/2000,26.879,7.987,0,2.15084695,0.46975325,27.6561031
5/17/2000,28.838,12.793,0,2.4172593,0.40706172,27.5468608
5/18/2000,22.514,14.257,0.46348602,2.8310561,0.62531788,12.8994168
5/19/2000,20.034,10.338,nan,3.15600226,0.72329746,18.6166143
5/20/2000,19.325,9.469,0.57334874,2.52741503,0.6340976,23.6520561
5/21/2000,15.683,8.463,23.3150496,2.70053188,0.87478224,11.8290399
5/22/2000,22.123,6.224,0,1.75130345,0.59657433,24.2844709
5/23/2000,21.601,11.975,0,3.18705749,0.49614245,nan
5/24/2000,22.132,6.716,0.00343322,1.4008762,0.54053903,21.5682763
5/25/2000,24.631,14.604,0,3.10412194,0.51461185,24.162584
5/26/2000,21.532,10.551,0.05493167,3.25911191,0.47211796,27.5160952
5/27/2000,29.329,12.97,0.03089906,3.8623059,0.39782509,25.359187
5/28/2000,29.385,13.611,1.54838429,3.31538891,0.53906202,27.3763097
5/29/2000,17.472,10.293,17.9712367,3.14179987,0.84444747,11.1286644
5/30/2000,16.501,4.987,1.22566183,3.04989882,nan,19.1182446
5/31/2000,18.66,4.896,3.92761934,1.72186985,0.68641392,17.8244386
6/1/2000,18.765,7.484,2.01187116,2.30185811,0.59103744,28.8141722
6/2/2000,22.999,6.195,0,3.01905092,0.44808104,29.0058701
6/3/2000,28.774,13.598,0,3.41461901,0.47362136,28.7186107
6/4/2000,30.253,13.245,0,2.71199243,0.48432642,22.6220596
6/5/2000,30.297,15.301,0.08583066,2.20689376,0.48712712,27.4285068
6/6/2000,31.178,17.306,0,2.79852554,0.50616282,19.0919214
6/7/2000,20.771,12.958,0.79822566,3.71150616,0.56791716,17.7109321
6/8/2000,18.66,8.652,0.17166137,4.05879989,0.55766583,14.8636056
6/9/2000,23.363,3.845,0,1.6209758,0.44337529,30.1746384
6/10/2000,26.994,9.622,0,2.96025286,0.2953665,30.0399752
6/11/2000,32.684,15.108,0,3.49372604,0.3609495,29.532319
6/12/2000,28.342,14.624,0.03089904,4.32166059,0.43750943,nan
6/13/2000,28.635,10.07,0,1.89432528,0.50248214,28.9880382
6/14/2000,31.894,16.383,0,2.80864263,0.45035953,25.2634429
6/15/2000,24.738,11.865,2.92511222,2.64674294,0.69843275,14.3708593
6/16/2000,16.907,7.874,2.7774815,4.59078686,0.69381531,13.2878815
6/17/2000,15.987,6.264,1.68571458,4.08475677,0.72685708,14.7715279
6/18/2000,18.336,3.169,0.03089903,2.43493673,0.52453601,24.2398087
6/19/2000,24.647,2.607,0,1.599168,0.47131637,18.5975937
6/20/2000,31.875,10.395,0,2.85650871,0.37131235,29.1259625
6/21/2000,33.478,18.339,0,3.02087359,0.32785296,29.0562172
6/22/2000,35.712,15.834,0,1.629235,0.37843794,20.748885
6/23/2000,30.327,15.033,0.39138807,3.04381667,0.52236041,21.5731744
6/24/2000,29.199,14.904,1.00936879,1.48373911,0.66724689,17.2726885
6/25/2000,22.276,11.215,0.28667453,2.7987363,0.57513534,18.8466699
6/26/2000,16.138,11.03,2.27966456,4.15469273,0.69882258,8.69557316
6/27/2000,13.576,10.309,0.84972416,4.00548773,nan,6.00007577
6/28/2000,16.129,6.855,1.5981678,3.61245049,0.66961783,22.4918428
6/29/2000,17.791,5.595,0.28152468,3.3503013,0.65799753,18.6931127
6/30/2000,17.316,9.861,2.9937772,3.62331417,0.73184209,13.0406047
7/1/2000,20.015,7.11,3.5104773,1.96185368,0.73136437,9.19946041
7/2/2000,22.678,8.295,5.24253654,3.06032074,0.65768136,12.9554417
7/3/2000,25.638,4.961,0,1.77746978,0.52028531,28.2858713
7/4/2000,27.995,12.329,7.23981524,2.49319505,0.51965021,22.7432329
7/5/2000,26.629,15.729,10.7494381,3.58606636,0.74463585,11.4168365
7/6/2000,17.935,14.669,9.76409748,4.52061706,0.92485987,6.80804847
7/7/2000,23.372,12.606,0.34847244,2.60031324,0.63193002,24.0171181
7/8/2000,22.783,11.635,3.09333837,2.90416302,0.71574531,9.5213223
7/9/2000,19.508,9.071,5.43823426,3.13064591,0.69875409,19.0857952
7/10/2000,22.352,9.096,0.00686645,2.92278038,0.56657373,20.4567111
7/11/2000,28.386,15.309,0.30641551,3.38106853,0.51566352,16.1703549
7/12/2000,21.25,nan,5.47771831,4.21720705,0.74482273,16.4185254
7/13/2000,20.361,10.769,1.80416139,3.60267023,0.70446131,12.5536512
7/14/2000,22.153,8.638,0,2.01692994,0.53543968,15.0982897
7/15/2000,22.152,11.96,0.18625274,2.34726769,0.63890566,14.3124733
7/16/2000,25.374,8.962,2.51569656,1.78799595,0.69726145,16.1285601
7/17/2000,19.724,13.589,16.3318575,2.99929846,0.91074399,18.299138
7/18/2000,19.786,13.014,1.63936857,4.70368757,0.74469716,14.0558042
7/19/2000,16.482,11.909,0.83942442,3.16552069,0.71860055,9.48127498
7/20/2000,16.068,12.333,1.56640957,2.36646558,0.84535055,4.47834124
7/21/2000,20.096,12.658,0.96988682,1.95719639,0.7697178,13.2426581
7/22/2000,23.053,12.8,1.13382374,1.6076199,0.70965395,20.518986
7/23/2000,24.774,13.086,6.44330687,0.94244727,0.79792343,13.1540635
7/24/2000,24.756,12.336,0.03433228,1.98862729,0.65283072,19.3575948
7/25/2000,28.291,12.834,13.0943311,2.05628663,0.73494301,13.8040332
7/26/2000,26.262,14.429,1.22823768,2.72022629,0.70470096,23.1186398
7/27/2000,22.865,15.913,7.92217286,3.08807489,0.79249851,13.8418317
7/28/2000,24.364,14.174,0.48065181,1.90272383,0.70268388,23.7523524
7/29/2000,20.762,15.356,17.754936,2.7402692,0.88225649,8.77544791
7/30/2000,22.125,13.765,10.3202802,4.88178209,0.73958503,10.1068287
7/31/2000,22.335,12.17,0.19397766,3.54505277,0.67789361,24.799107
8/1/2000,18.481,13.685,1.20162949,2.34637558,0.80474847,7.04295025
8/2/2000,27.043,12.862,0,3.14184222,0.61386463,25.652137
8/3/2000,25.902,14.369,0.00343322,3.42401201,0.57942669,25.1119079
8/4/2000,25.183,13.499,1.62220022,1.42701344,0.68652295,13.5326236
8/5/2000,26.018,12.938,0.72269475,1.02867829,0.69861509,20.3340361
8/6/2000,27.955,11.346,0.45318582,1.46287157,0.66729083,20.191729
8/7/2000,23.219,13.407,1.80330318,2.48040282,0.72019317,12.6585039
8/8/2000,19.796,9.612,0.13904568,3.22621909,0.62678159,16.8470354
8/9/2000,17.479,9.29,0.21457688,2.02022071,0.72364509,8.64770661
8/10/2000,22.451,7.957,0,1.90115169,0.60492435,25.113768
8/11/2000,22.327,14.454,11.5425142,2.57500284,0.7934371,18.1100812
8/12/2000,22.108,14.175,0.77676763,1.87483385,0.76024802,12.4334385
8/13/2000,21.176,15.161,0.25920881,1.69059118,0.6798276,9.1032154
8/14/2000,24.503,12.241,0,1.65539297,0.65150677,17.2236425
8/15/2000,28.233,14.115,0,2.44287957,0.54665082,nan
8/16/2000,28.297,16.557,0.089264,3.04279406,0.61222151,17.7053073
8/17/2000,29.485,12.637,0,1.92044664,0.62496775,18.4872417
8/18/2000,nan,15.974,0,1.99321267,0.48601572,21.5583181
8/19/2000,32.909,15.313,0,2.02326367,0.50439557,20.1574697
8/20/2000,34.216,15.871,0,2.08535759,0.48806389,21.4213458
8/21/2000,33.256,16.888,0.01115798,3.03395125,0.51715134,20.4431632
8/22/2000,22.475,12.581,0.02832412,2.98542199,0.70018805,14.2911545
8/23/2000,21.018,10.38,0.0635147,2.7529567,0.64906189,20.5734414
8/24/2000,19.859,8.703,0.00686645,3.19410123,0.5942194,21.2090614
8/25/2000,14.441,11.692,7.75651641,5.55733957,0.82171712,4.1068107
8/26/2000,20.321,11.578,0.60768154,3.18805967,0.74067549,12.2212648
8/27/2000,20.938,10.727,0.57506617,2.73582195,nan,12.0868873
8/28/2000,24.964,11.37,0,2.93216996,0.60039751,14.4989478
8/29/2000,24.005,14.382,0,2.21509179,0.49150829,11.5919932
8/30/2000,25.812,nan,0.68063739,0.86913306,0.57560157,13.05231
8/31/2000,25.643,11.069,0.01716613,1.59507958,0.58290203,18.8395305
9/1/2000,25.461,12.076,0,1.9926536,0.55187155,13.9010623
9/2/2000,24.923,11.333,0.21457671,2.58368439,0.64471655,16.1525199
9/3/2000,21.138,10.931,0.24890918,2.56573685,0.69717201,16.4507666
9/4/2000,17.147,11.158,10.2953963,2.76674922,0.89705446,10.9569386
9/5/2000,14.916,10.631,0.50210956,3.77638575,0.6991152,10.7551734
9/6/2000,16.466,8.699,0,2.47799532,0.64618399,10.3542781
9/7/2000,17.192,6.783,0,2.00535412,0.5878475,12.2380865
9/8/2000,18.277,3.773,0,1.76021628,0.65195331,17.3678541
9/9/2000,21.278,11.579,0.43601999,2.76799384,0.76344844,8.08790734
9/10/2000,19.648,14.473,0.69694506,2.74517005,0.82073831,4.00269268
9/11/2000,16.436,10.183,0.31585753,1.62682346,0.76889199,5.5689759
9/12/2000,17.703,9.397,0.11072161,1.59510987,0.75019936,12.4533533
9/13/2000,21.042,11.649,2.71740056,2.1685267,0.70466223,8.77488678
9/14/2000,15.861,11.004,7.26900242,3.00746289,0.94109066,4.08808402
9/15/2000,16.603,7.982,0.1896858,2.2623634,0.77198457,13.0537105
9/16/2000,15.179,6.69,1.9311903,3.63451646,0.75598526,11.0674703
9/17/2000,13.219,7.153,1.99814116,5.97239144,0.73298632,8.98329607
9/18/2000,7.997,5.687,2.07023588,4.50388191,0.79206879,4.10816358
9/19/2000,9.834,6.314,0.75359386,2.19470319,0.85380854,4.62526641
9/20/2000,11.418,6.81,0.49352667,2.03919081,0.84183686,3.3051384
9/21/2000,16.076,6.8,0.33645642,2.70807502,0.83310925,10.8284605
9/22/2000,12.919,8.13,0.69694534,3.4221673,0.77958697,4.97643993
9/23/2000,13.397,5.465,0.20942688,2.65341107,0.66666171,8.71048341
9/24/2000,13.742,2.918,0,3.01599066,0.64113141,16.0452033
9/25/2000,14.958,2.989,0,2.49774052,0.70599741,15.5840571
9/26/2000,16.102,3.647,0,1.89448668,0.70084134,14.0376344
9/27/2000,17.024,5.468,0,2.46507837,0.68328821,14.5386027
9/28/2000,20.316,7.776,0,2.74777984,0.65720476,12.5492616
9/29/2000,19.868,8.822,0,3.903064,0.62357176,14.140908
9/30/2000,17.527,9.088,0,5.2309691,0.65850726,13.3090245
10/1/2000,19.647,10.184,0,5.67817678,0.57466691,9.9264348
10/2/2000,nan,13.61,0.18196153,4.76001167,0.67047897,6.52893811
10/3/2000,20.713,10.178,0.03776549,1.61713169,0.82742147,9.15451551
10/4/2000,22.898,12.787,0,1.59826514,0.71300509,11.8250441
10/5/2000,23.108,11.588,0.10814666,2.39089356,0.65735542,12.1958959
10/6/2000,19.601,10.334,0,2.89587791,0.51700819,11.8670053
10/7/2000,19.116,7.617,0,2.82573561,0.61294512,12.2201406
10/8/2000,18.499,11.423,0,4.50095528,0.55045444,11.6704674
10/9/2000,15.693,7.73,nan,5.09047166,0.48979806,11.6084272
10/10/2000,13.516,5,0.02403259,5.07012094,0.55228042,11.0395107
10/11/2000,15.684,6.622,0.07467271,5.98272418,0.61097949,8.39621116
10/12/2000,22.029,12.458,0,5.31843326,0.53870173,5.57926776
10/13/2000,24.156,14.068,0,3.93403241,0.59771635,9.9798687
10/14/2000,23.783,12.719,0,3.37498,0.66853028,10.1211169
10/15/2000,17.675,10.073,0.05836486,3.8700712,0.77454669,6.72271632
10/16/2000,20.035,10.165,0,4.86603705,0.67032581,9.49595778
10/17/2000,17.677,10.713,0,3.1220684,0.63351087,7.74703555
10/18/2000,15.768,7.935,0,3.37645187,0.67874607,8.46950803
10/19/2000,11.773,4.758,0,4.62079238,0.60823304,9.7932348
10/20/2000,11.743,3.084,0,3.62383383,0.58987204,7.01730331
10/21/2000,12.575,0.813,0,3.22052088,0.65646858,9.4958406
10/22/2000,15,3.318,0,2.69600295,0.60689963,9.2255013
10/23/2000,14.619,1.689,0,1.93198047,0.67189216,8.56513422
10/24/2000,15.856,5.012,0.25148387,3.721958,0.61855887,7.9792812
10/25/2000,14.336,8.592,0.05836487,4.12462762,0.68098232,2.76457428
10/26/2000,17.73,10.352,0.91323889,4.23079214,0.66227879,4.03802136
10/27/2000,9.703,7.429,0.84714924,4.39524076,0.72822991,1.63265589
10/28/2000,13.233,8.431,0.33130672,3.39327297,0.67284352,5.57989317
10/29/2000,15.891,9.952,0.80852544,4.01886138,0.64193856,6.81801102
10/30/2000,16.28,7.567,0.14333724,4.6640803,0.64360856,7.07928462
10/31/2000,18.628,12.118,0.26607533,4.70079846,0.67293926,5.85815796
11/1/2000,nan,6.47,16.7781824,2.1759031,0.81296263,0.99084366
11/2/2000,10.075,5.689,0.61883936,2.8716074,0.91816258,4.4543268
11/3/2000,11.041,4.725,0.11672974,4.27543332,0.85150341,1.79775045
11/4/2000,12.534,9.818,5.8570839,4.38560452,0.77849719,1.04000661
11/5/2000,9.717,3.811,18.1772196,3.08261582,0.95432911,0.97942474
11/6/2000,8.551,3.435,0.40683795,4.30613385,0.88696914,2.28510045
11/7/2000,11.481,7.557,4.9953456,6.84715546,0.78831878,3.71559357
11/8/2000,11.051,7.98,2.23674721,3.56501345,0.88788935,2.06128152
11/9/2000,9.166,6.358,10.5580326,3.30508452,0.93005473,1.69385706
11/10/2000,9.075,5.254,0.19054426,2.76630835,0.84428762,3.26699784
11/11/2000,7.035,3.299,0.04119873,3.00987038,0.80760772,2.48321304
11/12/2000,7.036,1.476,0.06179811,3.86214338,0.89993284,3.9071808
11/13/2000,8.377,3.235,0.09269715,3.53936478,0.86264215,4.62127824
11/14/2000,10.729,4.57,1.09519975,3.12138883,0.95187884,0.83688786
11/15/2000,12.719,8.307,1.09691627,3.57818565,0.85171947,0.96131232
11/16/2000,8.155,5.165,10.7151044,1.91063875,0.939674,0.96997482
11/17/2000,8.234,5.401,0.76217684,4.34712162,0.91042906,1.38999384
11/18/2000,9.699,4.848,2.98004482,2.90173166,0.91872813,1.16684971
11/19/2000,6.997,1.513,0.42228688,2.58468058,0.9296006,3.0439674
11/20/2000,9.049,5.248,0.13217925,3.09662892,0.93625138,3.16051956
11/21/2000,7.946,6.383,0.25920869,3.15854417,0.93244413,2.23093278
11/22/2000,7.939,6.833,2.57663684,2.97308173,0.94175301,0.54078721
11/23/2000,7.83,5.9,0.41713709,4.15491713,0.91209406,1.57544982
11/24/2000,8.126,5.59,0.89693074,4.98348945,0.87542986,0.80229394
11/25/2000,8.184,5.345,0.97675423,3.64441056,0.89602932,1.10390623
11/26/2000,5.145,4.201,7.18832085,6.28687282,0.85798442,1.04714956
11/27/2000,6.201,4.139,1.6522398,3.92346261,0.88208373,0.62268768
11/28/2000,7.089,1.979,0.29354115,2.14731642,0.86896003,2.49620706
11/29/2000,7.1,1.924,1.04885133,3.6908191,0.91213987,0.60659971
11/30/2000,7.726,4.51,0.09613038,3.16999087,nan,3.05471275
12/1/2000,6.705,3.743,1.44539006,1.79201159,0.89361498,0.61886214
12/2/2000,5.524,1.668,0.03089903,2.03382309,0.89936009,3.25878732
12/3/2000,5.143,3.183,1.24969505,1.74298975,0.91902718,0.53038189
12/4/2000,6.476,4.229,1.8024447,2.34135658,0.90869636,0.60378822
12/5/2000,6.032,4.409,0.77247669,2.07220368,0.87729909,0.7043067
12/6/2000,6.297,3.167,0.42228694,2.76952314,0.90785482,1.54394946
12/7/2000,5.599,3.66,0.42915322,3.53801152,0.8784767,1.34223739
12/8/2000,6.669,2.089,0.48751848,4.06055152,0.87619451,0.77439339
12/9/2000,7.341,6.125,11.4618322,2.94396845,0.94885048,0.45011242
12/10/2000,7.168,4.938,0.79994215,2.60551467,0.9262682,0.71758116
12/11/2000,7.588,4.81,2.91138012,3.24751996,0.93605993,0.63534393
12/12/2000,8.628,6.277,4.52842574,3.52898456,0.93905455,0.29385016
12/13/2000,10.897,8.65,6.28967624,3.98949656,0.91514699,0.61239357
12/14/2000,8.873,6.031,2.02217162,4.65324892,0.79541881,1.73913777
12/15/2000,6.293,3.617,nan,3.33380044,0.90798269,0.52565616
12/16/2000,4.012,2.259,4.4872282,3.72893505,0.84878807,1.14226884
12/17/2000,3.344,0.372,1.92604031,3.49781107,0.90710516,0.7174125
12/18/2000,2.599,1.066,0.97503652,3.78674387,0.86525805,1.07595009
12/19/2000,1.656,-2.05,0.45146919,3.16102147,0.76307161,2.20449249
12/20/2000,-1.115,-3.643,0.0652313,2.25338427,0.66896855,2.06173035
12/21/2000,-2.389,-5.747,0,0.98249234,0.67527569,2.828304
12/22/2000,-2.206,-5.324,0.01029967,2.70212353,0.6585949,2.55206115
12/23/2000,-0.383,-3.567,0,4.69675825,0.51733154,2.18328777
12/24/2000,-2.169,-5.179,0.31585691,2.73828783,0.73681183,1.74740661
12/25/2000,-0.913,-2.564,1.77669453,1.84274949,0.79038751,1.02161178
12/26/2000,-0.86,-3.28,0.49095162,2.42462001,0.84046701,1.9166058
12/27/2000,-0.166,-2.001,0.59738109,2.81843099,0.85836737,1.23221239
12/28/2000,0.789,-0.497,7.28702465,3.9875216,0.92321474,0.4368375
12/29/2000,0.575,-2.642,0.75016044,3.38251116,0.95388184,1.46879982
